show_id,type,title,director,cast,country,date_added,release_year,rating,duration,genres
s1099,Movie,Bride For Rent,Mae Czarina Cruz,"Kim Chiu, Xian Lim, Empoy Marquez, Martin del Rosario, Pilita Corrales, Tirso Cruz III, Dennis Padilla, Matt Evans, Lloyd Zaragoza, Zeppi Borromeo",Philippines,27-Feb-19,2014,TV-PG,110,"Comedies, International Movies, Romantic Movies"
s11,Movie,1922,Zak Hilditch,"Thomas Jane, Molly Parker, Dylan Schmid, Kaitlyn Bernard, Bob Frazer, Brian d'Arcy James, Neal McDonough",United States,20-Oct-17,2017,TV-MA,103,"Dramas, Thrillers"
s110,Movie,40 Sticks,Victor Gatonye,"Robert Agengo, Mwaura Bilal, Andreo Kamau, Cajetan Boy, Arabron Nyyeneque, Shiviske Shivisi, Xavier Ywaya",Kenya,20-Nov-20,2019,TV-14,93,"International Movies, Thrillers"
s1100,Movie,Bridezilla,Andibachtiar Yusuf,"Jessica Mila, Rio Dewanto, Sheila Dara, Rafael Tan, Widyawati, Aimee Saras, Rukman Rosadi, Lucinta Luna",Indonesia,24-Dec-20,2019,TV-MA,94,"Comedies, Dramas, International Movies"
s1101,TV Show,Bridgerton,,"Adjoa Andoh, Julie Andrews, Lorraine Ashbourne, Jonathan Bailey, Ruby Barker, Sabrina Bartlett, Harriet Cains, Bessie Carter, Nicola Coughlan, Phoebe Dynevor, Ruth Gemmell, Florence Hunt, Claudia Jessie, Ben Miller, Luke Newton, Regé-Jean Page, Golda Rosheuvel, Luke Thompson, Will Tilston, Polly Walker",United States,25-Dec-20,2020,TV-MA,1,"Romantic TV Shows, TV Dramas"
s1102,Movie,Bridget Christie: Stand Up for Her,,Bridget Christie,United Kingdom,31-Mar-17,2016,TV-MA,51,Stand-Up Comedy
s1103,Movie,Bright,David Ayer,"Will Smith, Joel Edgerton, Noomi Rapace, Lucy Fry, Edgar Ramírez, Ike Barinholtz, Brad William Henke, Enrique Murciano, Happy Anderson, Kenneth Choi, Andrea Navedo, Dawn Olivieri",United States,22-Dec-17,2017,TV-MA,118,"Action & Adventure, Sci-Fi & Fantasy"
s1104,TV Show,Bright: The Music Videos,David Ayer,"Bastille, Machine Gun Kelly, Bebe Rexha, X Ambassadors, Logic, Rag’n’Bone Man",,23-Nov-17,2017,TV-MA,1,TV Shows
s1105,Movie,Brij Mohan Amar Rahe,Nikhil Nagesh Bhat,"Arjun Mathur, Nidhi Singh, Manav Vij, Sheetal Thakur, Sunny Hinduja, Yogendra Tikku, Vijayant Kohli",India,04-Aug-18,2018,TV-MA,100,"Comedies, Dramas, International Movies"
s1106,TV Show,"Bring It On, Ghost",Park Joon-hwa,"Taecyeon, Kim So-hyun, Kwon Yul, Kim Sang-ho, Kang Ki-young, Lee Da-wit, Kim Min-sang, Yun Seo-hyun",South Korea,30-Oct-19,2016,TV-14,1,"International TV Shows, Korean TV Shows, Romantic TV Shows"
s1107,Movie,Bring It On: Worldwide Showdown,Robert Adetuyi,"Cristine Prosperi, Jordan Rodrigues, Gia Re, Sophie Vavasseur, Sven Ruygrok, Stephan Lee Benson, Natalie Walsh, Vivica A. Fox",United States,29-Aug-17,2017,PG-13,95,Comedies
s1108,TV Show,Bringing Sexy Back,,Samantha Armstrong,,02-Oct-19,2015,TV-14,1,"International TV Shows, Reality TV"
s1109,TV Show,Broadchurch,,"David Tennant, Olivia Colman, Andrew Buchan, Jodie Whittaker, Arthur Darvill, Jonathan Bailey, Carolyn Pickles, Adam Wilson, Charlotte Beaumont, Simone McAullay, Tanya Franks, Pauline Quirke, Phoebe Waller-Bridge, Marianne Jean-Baptiste, Charlotte Rampling, Eve Myles, James D'Arcy, Susan Brown, Vicky McClure, Will Mellor, David Bradley",United Kingdom,27-Nov-17,2017,TV-MA,3,"British TV Shows, Crime TV Shows, International TV Shows"
s111,Movie,42 Grams,Jack C. Newell,Jake Bickelhaupt,United States,01-Feb-18,2017,TV-MA,81,Documentaries
s1110,TV Show,Broken,,,United States,27-Nov-19,2019,TV-14,1,Docuseries
s1111,TV Show,Bromance,,"Baron Chen, Megan Lai, Bii, Katie Chen, Sean Lee",Taiwan,01-Dec-16,2015,TV-PG,1,"International TV Shows, Romantic TV Shows, TV Comedies"
s1112,Movie,Brooklyn's Finest,Antoine Fuqua,"Richard Gere, Don Cheadle, Ethan Hawke, Wesley Snipes, Will Patton, Lili Taylor, Michael Kenneth Williams, Brían F. O'Byrne, Shannon Kane, Ellen Barkin, Vincent D'Onofrio, Logan Marshall-Green",United States,01-Oct-18,2009,R,133,"Dramas, Thrillers"
s1113,Movie,Brother,Julien Abraham,"MHD, Darren Muselet, Aïssa Maïga, Jalil Lespert, Youssouf Gueye, Hiam Abbass, Lisette Malidor",France,22-Nov-19,2019,TV-MA,97,"Dramas, Independent Movies, International Movies"
s1114,Movie,Brother in Love,Onur Bilgetay,"Cem Gelinoğlu, Melis Babadag, Ege Kökenli, Müfit Kayacan, Lale Başar, Ali Erkazan, Özlem Çakar, Selen Domaç, Ferdi Sancar, Güven Hokna",Turkey,04-Oct-19,2019,TV-MA,110,"Comedies, International Movies, Romantic Movies"
s1115,Movie,Brother's Shadow,Todd S. Yellin,"Scott Cohen, Judd Hirsch, Susan Floyd, Elliot Korte, Ruben Santiago-Hudson, James Murtaugh, Ato Essandoh, Toby Poser, Diane Kagan, John Di Benedetto, Jerry Matz, Lisa Emery",United States,01-Sep-17,2006,TV-MA,90,"Dramas, Independent Movies"
s1116,TV Show,Brotherhood,,"Naruna Costa, Seu Jorge, Hermila Guedes, Lee Taylor, Danilo Grangheia, Wesley Guimarães, Pedro Wagner",Brazil,25-Oct-19,2019,TV-MA,1,"Crime TV Shows, International TV Shows, TV Dramas"
s1117,Movie,Brotherhood of Blades II: The Infernal Battlefield,Lu Yang,"Chang Chen, Yang Mi, Zhang Yi, Lei Jiayin, Xin Zhilei, Shih Chieh King",China,28-Nov-18,2017,TV-MA,120,"Action & Adventure, International Movies"
s1118,Movie,Brothers,Karan Malhotra,"Akshay Kumar, Sidharth Malhotra, Jackie Shroff, Jacqueline Fernandez, Shefali Shah, Kulbhushan Kharbanda, Rajendranath Zutshi, Ashutosh Rana","India, United States",01-Apr-20,2015,TV-14,155,"Action & Adventure, Dramas, International Movies"
s1119,TV Show,Brown Nation,,"Rajeev Varma, Shenaz Treasury, Kapil Bawa, Remy Munasifi, Omi Vaidya, Melanie Chandra, Sana Serrai, Jonathan Horvath, Akaash Singh",United States,15-Nov-16,2016,TV-14,1,TV Comedies
s112,TV Show,44 Cats,,"Sarah Natochenny, Suzy Myers, Simona Berman, Erica Schroeder, Marca Leigh, Scottie Ray, Henry F. Benjamin",Italy,01-Oct-20,2018,TV-Y7,2,Kids' TV
s1120,Movie,Bruno and Boots: Go Jump in the Pool,Vivieno Caldinelli,"Jonny Gray, Callan Potter, Peter Keleghan, Hannah Vandenbygaart, Kiana Madeira, Joshua Kilimnik, Drew Haytaoglu, Isiah Lea, Scott Thompson, Caroline Rhea",Canada,24-Jun-17,2016,TV-PG,91,"Children & Family Movies, Comedies"
s1121,Movie,Bruno and Boots: The Wizzle War,Vivieno Caldinelli,"Jonny Gray, Callan Potter, Matt Baram, Caroline Rhea, Kiana Madeira",Canada,01-Jul-17,2017,TV-PG,90,"Children & Family Movies, Comedies"
s1122,Movie,Bruno and Boots: This Can't Be Happening at Macdonald Hall,Vivieno Caldinelli,"Jonny Gray, Callan Potter, Peter Keleghan, Caroline Rhea",Canada,24-Jun-17,2017,TV-PG,90,"Children & Family Movies, Comedies"
s1123,Movie,Bucket List,Tejas Prabha Vijay Deoskar,"Madhuri Dixit, Sumeet Raghvan, Renuka Shahane, Milind Pathak, Vandana Gupte, Pradeep Velankar, Shubha Khote, Resham Tipnis",India,05-Nov-18,2018,TV-14,129,"Dramas, International Movies"
s1124,Movie,Budapest,Xavier Gens,"Manu Payet, Jonathan Cohen, Monsieur Poulpe, Alice Belaïdi, Alix Poisson","France, Belgium",01-Mar-19,2018,TV-MA,103,"Comedies, International Movies"
s1125,TV Show,Buddha,,"Himanshu Soni, Kajal Jain, Sanket Choukse, Kabir Bedi, Sameer Dharmadhikari, Jagat Singh, Reshmi Ghosh, Siddharth Vasudev, Amit Behl, Hemant Choudhary",,01-Apr-18,2013,TV-PG,1,"International TV Shows, TV Dramas"
s1126,TV Show,Buddi,,"Greta Jameson, Ralf Jameson, Clementine Laikin, Felix Laikin","United Kingdom, China",11-Sep-20,2020,TV-Y,2,"British TV Shows, Kids' TV"
s1127,Movie,Buddies,Marcelo Galvão,"Ariel Goldenberg, Rita Pokk, Breno Viola, Lima Duarte, Marco Luque, Daniel Torres, Monaliza Marchi, Amélia Bittencourt, Giulia de Souza Merigo, Deto Montenegro, Rui Unas",Brazil,15-Feb-19,2012,TV-MA,103,"Comedies, Dramas, Independent Movies"
s1128,TV Show,Buddy Thunderstruck,,"Brian Atkinson, Ted Raimi, Harry Chaskin, Justin Michael, Debi Derryberry, Philip Maurice Hayes, Leigh Kelly, J.D. Ryznar, Nick Shakoour, Ryan Wiesbrock, Clark Wiesbrock",United States,10-Mar-17,2017,TV-Y7,1,"Kids' TV, TV Comedies"
s1129,Movie,Buddy Thunderstruck: The Maybe Pile,Harry Chaskin,"Brian Atkinson, Ted Raimi, Harry Chaskin, Debi Derryberry, Philip Maurice Hayes, Leigh Kelly, J.D. Ryznar, Nick Shakoour, Ryan Wiesbrock, Clark Wiesbrock",United States,14-Jul-17,2017,TV-Y7,14,Movies
s113,TV Show,45 rpm,,"Carlos Cuevas, Guiomar Puerta, Iván Marcos, Israel Elejalde, Eudald Font, Luis Larrodera, Carmen Gutiérrez, Diana Gómez, Vito Sanz, Marina San José, Pere Ponce, Joan Pera",Spain,16-Aug-19,2019,TV-MA,1,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows"
s1130,Movie,Budhia Singh: Born to Run,Soumendra Padhi,"Manoj Bajpayee, Mayur Mahendra Patole, Tillotama Shome, Shruti Marathe, Chhaya Kadam, Gajraj Rao",India,05-Jul-20,2016,TV-MA,95,"Dramas, Independent Movies, International Movies"
s1131,Movie,Buffalo Boys,Mike Wiluan,"Yoshua Sudarso, Ario Bayu, Pevita Pearce, Tio Pakusadewo, Reinout Bussemaker, Mikha Tambayong, Happy Salma, Alex Abbad, Zack Lee","Indonesia, Singapore",12-Apr-19,2018,TV-MA,103,"Action & Adventure, International Movies"
s1132,Movie,Bugs,Andreas Johnsen,,"Netherlands, Denmark, France, Germany",20-Feb-18,2016,TV-G,73,"Documentaries, International Movies"
s1133,Movie,Bulbbul,Anvita Dutt,"Tripti Dimri, Avinash Tiwary, Rahul Bose, Parambrata Chatterjee, Paoli Dam, Veera Kapur Ee",India,24-Jun-20,2020,TV-MA,94,"Horror Movies, International Movies"
s1134,Movie,Bulbul Can Sing,Rima Das,"Arnali Das, Manoranjan Das, Banita Thakuriya, Manabendra Das, Deepjyoti Kalita, Pakija Begum",India,15-Jan-20,2018,TV-14,95,"Dramas, Independent Movies, International Movies"
s1135,Movie,Bullet Head,"Paul Solet, Rick Benattar","Adrien Brody, John Malkovich, Rory Culkin, Antonio Banderas, Ori Pfeffer, Alexandra Dinu, Owen Davis, Deyan Petrov","Bulgaria, United States",07-Mar-18,2017,R,94,"International Movies, Thrillers"
s1136,Movie,Bulletproof 2,Don Michael Paul,"Faizon Love, Kirk Fox, Tony Todd, Pearl Thusi, Cassie Clare, Fiona Ramsey, Neels Clasen, Roxy Nel",United States,09-Jan-20,2020,TV-MA,97,"Action & Adventure, Comedies"
s1137,Movie,Bullitt County,David McCracken,"Mike C. Nelson, Jenni Melear, David McCracken, Napoleon Ryan, Dorothy Lyman, Richard Riehle",United States,01-Jun-19,2018,TV-MA,98,"Independent Movies, Thrillers"
s1138,Movie,Bully,Lee Hirsch,,United States,29-Sep-20,2012,PG-13,98,Documentaries
s1139,TV Show,Bumping Mics with Jeff Ross & Dave Attell,,"Jeff Ross, Dave Attell",United States,27-Nov-18,2018,TV-MA,1,"Stand-Up Comedy & Talk Shows, TV Comedies"
s114,Movie,48 Christmas Wishes,"Marco Deufemia, Justin G. Dyck","Khiyla Aynne, Noah Dyer, Maya Franzoi, Clara Kushnir, Madeline Leon, Liam MacDonald, Matt Schichter, Ethan Yang, Adam Crew",Canada,20-Dec-17,2017,TV-G,84,"Children & Family Movies, Comedies"
s1140,TV Show,Bunk'd,,"Peyton List, Karan Brar, Skai Jackson, Miranda May, Kevin G. Quinn, Nathan Arenas, Nina Lu",United States,24-Aug-20,2020,TV-G,4,"Kids' TV, TV Comedies"
s1141,TV Show,"Bure Kaam Bura Natija, Kyun Bhai Chacha Haan Bhatija",,,,31-Mar-18,2017,TV-PG,1,Kids' TV
s1142,Movie,Burlesque,Steve Antin,"Cher, Christina Aguilera, Alan Cumming, Eric Dane, Cam Gigandet, Julianne Hough, Peter Gallagher, Kristen Bell, Stanley Tucci, Dianna Agron",United States,16-Dec-19,2010,PG-13,119,"Dramas, Romantic Movies"
s1143,Movie,Burlesque: Heart of the Glitter Tribe,Jon Manning,,United States,01-Jun-17,2017,TV-MA,76,Documentaries
s1144,Movie,Burn Out,Yann Gozlan,"Olivier Rabourdin, François Civil, Manon Azem, Samuel Jouy, Narcisse Mame, Naël Rabia, Sam Louwyck, Luc Schwarz, Mario Magalhaes, Marc-Antoine Duquenne","France, Belgium",15-Mar-19,2017,TV-MA,104,"Action & Adventure, International Movies"
s1145,TV Show,Burned Cocoon,,"Yavuz Bingöl, Basak Köklükaya, Çolpan Ilhan, Mustafa Alabora, Sedef Avcı, Ayça İnci, Tuncer Necmioğlu, Serdar Özer",Turkey,01-Apr-17,2005,TV-MA,1,"International TV Shows, TV Dramas"
s1146,Movie,Burning,Lee Chang-dong,"Yoo Ah-in, Steven Yeun, Jun Jong-seo, Kim Soo-kyung, Moon Sung-keun, ChoI Seung-ho","South Korea, Japan",29-Apr-19,2018,TV-MA,148,"Dramas, Independent Movies, International Movies"
s1147,Movie,Burning Cane,Phillip Youmans,"Wendell Pierce, Karen Kaia Livers, Dominique McClellan, Braelyn Kelly, Emyri Crutchfield, Cynthia Capers, Erika Woods",United States,06-Nov-19,2019,TV-MA,78,Dramas
s1148,Movie,Burning Sands,Gerard McMurray,"Trevor Jackson, Alfre Woodard, Trevante Rhodes, Steve Harris, DeRon Horton, Rotimi, Serayah, Tosin Cole, Malik Bazille, Octavius J. Johnson, Davyon St. Usaire, Mitchell Edwards, Nafessa Williams, Christian Robinson, Imani Hakim, Raquel Bianca John",United States,10-Mar-17,2017,TV-MA,102,"Dramas, Independent Movies"
s1149,TV Show,Burnistoun,,"Iain Connell, Robert Florence, Kirsty Strain, Richard Rankin, Allan Miller, Louise Stewart",United Kingdom," October 1, 2019",2012,TV-MA,2,"British TV Shows, TV Comedies"
s115,Movie,4L,Gerardo Olivares,"Jean Reno, Hovik Keuchkerian, Susana Abaitua, Juan Dos Santos, Arturo Valls, Enrique San Francisco, Francesc Garrido, Eric Nguyen",Spain,12-Jul-19,2019,TV-MA,105,"Comedies, Dramas, Independent Movies"
s1150,Movie,Bushwick,"Cary Murnion, Jonathan Milott","Dave Bautista, Brittany Snow, Angelic Zambrana, Jeremie Harris, Myra Lucretia Taylor, Arturo Castro, Christian Navarro",United States,24-Nov-17,2017,TV-MA,94,"Action & Adventure, Independent Movies"
s1151,TV Show,Busted!,,"Yoo Jae-suk, Ahn Jae-wook, Kim Jong-min, Lee Kwang-soo, Park Min-young, Sehun, Kim Se-jeong",South Korea,08-Nov-19,2019,TV-14,2,"Crime TV Shows, International TV Shows, Korean TV Shows"
s1152,Movie,Buster's Mal Heart,Sarah Adina Smith,"Rami Malek, DJ Qualls, Kate Lyn Sheil, Sukha Belle Potter, Toby Huss, Lin Shaye, Mark Kelly, Bruce Bundy, Teresa Yenque, Sandra Ellis Lafferty, Nicholas Pryor",United States,26-Aug-17,2016,TV-MA,98,"Independent Movies, Thrillers"
s1153,Movie,Butterfield 8,Daniel Mann,"Elizabeth Taylor, Laurence Harvey, Eddie Fisher, Dina Merrill, Mildred Dunnock, Betty Field, Jeffrey Lynn, Susan Oliver",United States,01-Nov-19,1960,TV-14,108,"Classic Movies, Dramas, Romantic Movies"
s1154,Movie,BuyBust,Erik Matti,"Anne Curtis, Brandon Vera, Victor Neri, Arjo Atayde, Levi Ignacio, Alex Calleja, Lao Rodriguez, Joross Gamboa, Ricky Pascua, Nonie Buencamino",Philippines,13-Nov-18,2018,TV-MA,128,"Action & Adventure, International Movies"
s1155,Movie,Bwakaw,Jun Lana,"Eddie Garcia, Princess, Rez Cortez, Bibeth Orteza, Joey Paras, Allan Paule, Beverly Salviejo, Soxy Topacio, Armida Siguion-Reyna, Luz Valdez, Gardo Versoza","Philippines, Canada, United Kingdom, United States",16-Dec-20,2012,TV-MA,110,"Dramas, International Movies, LGBTQ Movies"
s1156,Movie,By the Sea,Angelina Jolie,"Angelina Jolie, Brad Pitt, Mélanie Laurent, Melvil Poupaud, Niels Arestrup, Richard Bohringer","France, Malta, United States",16-Feb-20,2015,R,122,"Dramas, Romantic Movies"
s1157,Movie,Bye Bye London,Almunsif Alsuwaisi,"Abdulhussain Abdulredah, Ghanem Al-Saleh, Mariam Al-Ghadban, Dawood Hussain, Entesar Alsharah, Mohamed Gaber",Kuwait,21-May-20,1981,TV-14,177,"Comedies, Dramas, International Movies"
s1158,Movie,Bygones Be Bygones,Hakan Algül,"Ata Demirer, Tuvana Türkay, Ülkü Duru, Salih Kalyon, Renan Bilek, Seda Güven, Toprak Sergen, Ali Yoğurtçuoğlu, Bedir Bedir, Gümeç Alpay Aslan",Turkey,11-Oct-19,2017,TV-MA,104,"Comedies, International Movies, Romantic Movies"
s1159,Movie,Bypass Road,Naman Nitin Mukesh,"Neil Nitin Mukesh, Adah Sharma, Rajit Kapoor, Gul Panag, Shama Sikander, Manish Chaudhary, Sudhanshu Pandey, Taher Shabbir",India,15-Mar-20,2019,TV-14,135,"International Movies, Thrillers"
s116,Movie,4th Man Out,Andrew Nackman,"Evan Todd, Parker Young, Chord Overstreet, Jon Gabrus, Kate Flannery, Brooke Dillman, Jennifer Damiano, Jordan Lane Price, Alex Rennie, Jake Epstein",United States,05-May-16,2015,NR,86,"Comedies, LGBTQ Movies"
s1160,Movie,C Kkompany,Sachin Yardi,"Mahesh Bhatt, Mithun Chakraborty, G.K. Desai, Celina Jaitly, Karan Johar, Ekta Kapoor, Tusshar Kapoor, Anupam Kher, Ashok Pandit, Lalit Parashar, Raima Sen, Rajpal Yadav",India,31-May-19,2008,TV-14,127,"Action & Adventure, Comedies, International Movies"
s1161,Movie,Cézanne et moi,Daniele Thompson,"Guillaume Canet, Guillaume Gallienne, Alice Pol, Déborah François, Sabine Azéma, Freya Mavor, Isabelle Candelier, Laurent Stocker","Belgium, France",07-Sep-17,2016,R,114,"Dramas, Independent Movies, International Movies"
s1162,Movie,Cabin Fever,Travis Zariwny,"Gage Golightly, Matthew Daddario, Samuel Davis, Nadine Crocker, Dustin Ingram, Randy Schulman",United States,06-Jun-19,2016,R,98,"Horror Movies, Thrillers"
s1163,TV Show,Cabins in the Wild with Dick Strawbridge,,"Dick Strawbridge, William Hardie",United Kingdom,15-Sep-18,2017,TV-PG,1,"British TV Shows, International TV Shows, Reality TV"
s1164,TV Show,Cable Girls,,"Blanca Suárez, Nadia de Santiago, Ana Fernández, Maggie Civantos, Ana Polvorosa, Yon González, Martiño Rivas, Nico Romero, Borja Luna, Sergio Mur, Concha Velasco, Antonio Velázquez, Ernesto Alterio, Ira del Río, Angela Cremonte, Andrea Carballo",Spain,03-Jul-20,2019,TV-MA,6,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows"
s1165,Movie,Cadaver,Jarand Herdal,"Gitte Witt, Thomas Gullestad, Thorbjørn Harr, Tuva Olivia Remman, Trine Wiggen, Maria Grazia Di Meo, Kingsford Siayor, Jonatan Rodriguez",Norway,22-Oct-20,2020,TV-MA,87,"Horror Movies, International Movies"
s1166,TV Show,Cagaster of an Insect Cage,,"Yoshimasa Hosoya, Kana Hanazawa, Natsuki Hanae, Takahiro Sakurai, Daisuke Namikawa, Toshiyuki Morikawa, Kazuyuki Okitsu, Junichi Suwabe, Tomohiro Shiozaki, Ai Kayano, Tetsu Shiratori, Yasuhiro Mamiya, Daiki Yamashita, Akari Kito, Tomokazu Sugita, Aoi Yuki, Kohsuke Toriumi",Japan,06-Feb-20,2020,TV-MA,1,"Anime Series, International TV Shows"
s1167,Movie,Cahaya Dari Timur Beta Maluku,Angga Dwimas Sasongko,"Chicco Jerikho, Abdurrahman Arif, Jajang C. Noer, Ridho Hafiedz, Leo Maitimu, Shafira Umm, Glenn Fredly, Aufa Assagaf, Burhanuddin Ohorella, Bebeto Leutually",Indonesia,05-Oct-18,2014,TV-14,151,"Dramas, International Movies, Sports Movies"
s1168,Movie,Caida del Cielo,Néstor Sánchez Sotelo,"Muriel Santa Ana, Peto Menahem, Héctor Díaz, Sebastián Wainraich, Karina K., Hernán Jiménez, Fabián Forte, Verónica Intile",Argentina,20-Jan-17,2016,TV-MA,78,"Comedies, International Movies, Romantic Movies"
s1169,TV Show,Cain and Abel,,"So Ji-sub, Shin Hyun-joon, Chae Jung-an, Han Ji-min, Kim Hae-suk, You-Mi Ha, Yong Jang, Kwon Hae-hyo",South Korea,12-Mar-19,2009,TV-MA,1,"International TV Shows, Korean TV Shows, Romantic TV Shows"
s117,Movie,4th Republic,Ishaya Bako,"Kate Henshaw-Nuttal, Enyinna Nwigwe, Linda Ejiofor, Yakubu Mohammed, Bimbo Manuel, Sani Mu’azu, Emil Hirai-Garuba, Rekiya Ibrahim Atta",Nigeria,13-Jun-20,2019,TV-MA,120,"Dramas, International Movies, Thrillers"
s1170,Movie,Cairo Station,Youssef Chahine,"Farid Shawqy, Hind Rostom, Youssef Chahine, Hassan el Baroudi, Abdel Aziz Khalil, Naima Wasfy, Said Khalil, Abdel Ghani Nagdi",Egypt,18-Jun-20,1958,TV-14,73,"Classic Movies, Dramas, International Movies"
s1171,Movie,Cake,Asim Abbasi,"Aamina Sheikh, Sanam Saeed, Adnan Malik, Mohammad Ahmad, Beo Rana Zafar, Faris Khalid, Hira Hussain, Mikaal Zulfiqar","United Kingdom, Pakistan",15-May-19,2018,TV-MA,125,"Comedies, Dramas, International Movies"
s1172,Movie,Calendar Girls,Madhur Bhandarkar,"Akanksha Puri, Avani Modi, Kyra Dutt, Ruhi Singh, Satarupa Pyne, Mita Vashisht, Keith Sequeira, Deepak Wadhwa, Indraneil Sengupta, Vikram Sakhalkar",India,15-Oct-17,2015,TV-14,126,"Dramas, International Movies"
s1173,Movie,Calibre,Matt Palmer,"Jack Lowden, Martin McCann, Tony Curran, Ian Pirie, Cameron Jack",United Kingdom,29-Jun-18,2018,TV-MA,101,"Dramas, International Movies, Thrillers"
s1174,TV Show,Calico Critters,,"Georgie Fuller, Jessica Hinds-Mingo, Mayumi Kawai, Sarah Sumeray, Alix Macey, Jenna Sharpe",,01-Nov-18,2018,TV-Y,1,Kids' TV
s1175,TV Show,Calico Critters Mini Episodes Clover,,"Stephanie Sheh, Erika Harlacher, Julie Maddalena, Dorothy Fahn, Anne Yatco, Cherami Leigh, Doug Erholtz, Keith Silverstein",,01-Mar-20,2020,TV-Y,1,Kids' TV
s1176,Movie,Calico Critters: A Town of Dreams,Momoko Kamiya,,,01-Nov-18,2017,TV-Y,11,Children & Family Movies
s1177,Movie,Calico Critters: Everyone's Big Dream Flying in the Sky,Momoko Kamiya,Erika Harlacher,,01-Mar-20,2019,TV-Y,11,Children & Family Movies
s1178,Movie,Calico Critters: The Treasure of Calico Village,Momoko Kamiya,,,01-Nov-18,2017,TV-Y,22,Children & Family Movies
s1179,TV Show,Caliphate,,"Aliette Opheim, Gizem Erdogan, Amed Bozan, Albin Grenholm, Nora Rios, Yussra El Abdouni, Amanda Sohrabi, Lancelot Ncube, Simon Mezher, Ala Riani",Sweden,18-Mar-20,2020,TV-MA,1,"International TV Shows, TV Dramas"
s118,Movie,5 Cowok Jagoan,Anggy Umbara,"Ario Bayu, Arifin Putra, Dwi Sasono, Muhadkly Acho, Cornelio Sunny, Tika Bravani, Nirina Zubir, Ganindra Bimo, Verdi Solaiman",,05-Jan-19,2017,TV-MA,106,"Action & Adventure, Comedies, International Movies"
s1180,TV Show,Call Me Francis,,"Rodrigo de la Serna, Sergio Hernández, Mercedes Morán, Muriel Santa Ana, Alex Brendemühl, Maximilian Dirr, Andres Gil, Marco Di Tieri",Italy,16-Dec-16,2016,TV-14,1,"International TV Shows, Spanish-Language TV Shows, TV Dramas"
s1181,TV Show,Call My Agent!,,"Camille Cottin, Thibault De Montalembert, Grégory Montel, Liliane Rovère, Fanny Sidney, Laure Calamy, Nicolas Maury, Stéfi Celma, Assaad Bouab, Isabelle Adjani, Juliette Binoche, Virginie Efira, Christopher Lambert",France,04-Jan-19,2018,TV-MA,3,"International TV Shows, TV Comedies, TV Dramas"
